order_id,customer_id,order_date,order_value_usd,origin_city,destination_city,priority_level,payment_method
21270,3157,2024-07-28,9579.4,Berlin,Dubai,Overnight,Card
21271,3240,2023-08-10,6199.62,New York,London,Express,UPI
21272,4960,2024-02-11,6842.34,New York,Singapore,Standard,Corporate Billing
21273,857,2024-01-28,2216.81,London,Toronto,Express,Card
21274,4056,2024-01-22,2892.95,Toronto,Dubai,Express,Corporate Billing
21275,3390,2024-07-05,11893.78,Mumbai,Mumbai,Overnight,UPI
21276,831,2023-03-07,3034.74,Toronto,Dubai,Overnight,Corporate Billing
21277,634,2023-03-31,3145.46,Sydney,Toronto,Standard,Wire
21278,2981,2023-09-13,5919.83,Berlin,Toronto,Express,Corporate Billing
21279,2876,2024-02-01,11435.56,Toronto,Mumbai,Standard,UPI
21280,4576,2025-01-12,9372.53,Toronto,Singapore,Express,Wire
21281,3828,2024-10-04,2131.43,Singapore,Mumbai,Express,Corporate Billing
21282,2266,2023-01-22,13011.09,London,London,Overnight,Card
21283,3878,2024-09-11,5292.43,Sydney,Sydney,Standard,Corporate Billing
21284,177,2023-05-09,13537.08,Sydney,Berlin,Express,UPI
21285,575,2025-06-04,483.61,Berlin,Dubai,Overnight,Card
21286,3735,2025-03-27,4029.42,London,Dubai,Express,UPI
21287,3423,2024-09-28,14206.55,Sydney,New York,Overnight,Corporate Billing
21288,1007,2025-02-23,7024.08,Toronto,Mumbai,Standard,Card
21289,3688,2023-10-04,14702.97,London,Singapore,Standard,Card
21290,108,2023-01-24,623.74,London,Singapore,Express,Card
21291,2353,2024-02-15,12568.26,Dubai,London,Overnight,Card
21292,4602,2025-01-07,4953.68,London,Singapore,Overnight,Card
21293,3791,2024-04-10,12191.74,London,Mumbai,Overnight,Wire
21294,2559,2024-01-12,13867.68,London,Sydney,Standard,Wire
21295,1913,2025-04-24,9272.43,Toronto,Sydney,Overnight,Corporate Billing
21296,4436,2023-08-03,1150.82,New York,Sydney,Express,Card
21297,515,2025-04-17,14137.68,New York,New York,Express,Wire
21298,157,2023-04-15,387.44,Dubai,London,Express,Corporate Billing
21299,373,2024-08-02,2913.56,Sydney,Sydney,Standard,UPI
21300,1797,2023-03-07,8907.17,Toronto,Toronto,Overnight,Wire
21301,4679,2023-11-02,2018.92,Dubai,Sydney,Express,Card
21302,1367,2025-04-28,6249.7,Mumbai,London,Standard,Wire
21303,2123,2023-01-28,12465.45,New York,Mumbai,Express,Corporate Billing
21304,3129,2023-08-25,9810.38,New York,Dubai,Overnight,Corporate Billing
21305,3495,2024-09-06,3520.31,Berlin,Dubai,Standard,Wire
21306,4739,2023-07-03,3068.85,Mumbai,Sydney,Express,UPI
21307,3679,2024-02-06,10546.36,New York,Sydney,Standard,UPI
21308,3364,2024-11-04,13783.84,Singapore,Toronto,Express,UPI
21309,1128,2024-07-23,5463.74,Singapore,Berlin,Standard,Corporate Billing
21310,4772,2024-05-16,11794.55,New York,Singapore,Overnight,UPI
21311,3662,2025-06-08,3667.33,Mumbai,Dubai,Express,Card
21312,3255,2024-08-21,10460.03,Singapore,Dubai,Express,Wire
21313,3627,2023-03-14,4516.2,Singapore,London,Express,UPI
21314,1072,2024-01-16,11528.39,Berlin,Sydney,Overnight,UPI
21315,3907,2023-09-16,2740.31,New York,London,Standard,Wire
21316,104,2023-05-31,13058.59,Toronto,Singapore,Standard,UPI
21317,2911,2023-12-06,14630.44,Singapore,London,Overnight,UPI
21318,404,2023-11-02,13849.69,Mumbai,London,Standard,Corporate Billing
21319,1029,2024-03-01,11965.85,New York,Toronto,Express,UPI
21320,1161,2024-09-18,12736.64,Singapore,Toronto,Overnight,UPI
21321,2023,2024-01-24,1490.41,London,Sydney,Overnight,Card
21322,3220,2024-03-15,6705.19,Dubai,London,Express,Corporate Billing
21323,4391,2024-04-04,4605.65,Berlin,Singapore,Standard,UPI
21324,3540,2023-01-15,3166.53,Mumbai,Singapore,Express,Wire
21325,2044,2023-02-01,3404.16,Berlin,London,Express,Corporate Billing
21326,292,2025-02-22,7000.55,London,London,Standard,Card
21327,353,2023-12-21,1949.38,London,London,Express,Wire
21328,1467,2023-07-14,13139.08,Singapore,Dubai,Overnight,UPI
21329,932,2025-04-30,3842.13,Toronto,Mumbai,Overnight,UPI
21330,419,2023-02-20,1161.29,Sydney,Toronto,Express,Corporate Billing
21331,4871,2024-03-20,448.14,Dubai,Berlin,Overnight,Card
21332,4609,2023-11-17,14541.19,Dubai,Sydney,Standard,Card
21333,1471,2023-06-21,12125.69,Toronto,Mumbai,Express,Card
21334,2121,2024-02-09,11487.31,Toronto,Singapore,Standard,Wire
21335,3054,2024-05-04,9294.95,London,Toronto,Standard,Card
21336,2961,2025-02-28,9231.11,Berlin,Singapore,Express,Card
21337,442,2023-02-11,8593.01,Berlin,London,Standard,UPI
21338,2405,2023-08-09,7970.94,Singapore,Sydney,Standard,UPI
21339,324,2024-01-19,4881.49,Dubai,Berlin,Express,Card
21340,4476,2024-07-23,427.29,New York,Toronto,Express,Wire
21341,3161,2023-12-05,292.66,Mumbai,Dubai,Overnight,Card
21342,1719,2023-05-03,6470.43,Singapore,Dubai,Express,Corporate Billing
21343,1749,2023-09-07,14812.54,London,Dubai,Standard,Wire
21344,1131,2024-06-21,10819.93,Toronto,New York,Overnight,Wire
21345,764,2024-04-16,11661.03,Toronto,New York,Standard,Corporate Billing
21346,4233,2024-03-21,4508.98,Dubai,Berlin,Standard,Card
21347,4852,2025-03-04,1300.84,Berlin,Mumbai,Express,Corporate Billing
21348,3710,2023-11-20,7051.82,Singapore,New York,Express,Wire
21349,4868,2023-03-18,6856.22,Mumbai,Singapore,Express,Corporate Billing
21350,3857,2024-03-25,8960.92,Singapore,Toronto,Standard,UPI
21351,3754,2025-04-13,13048.98,Sydney,Mumbai,Overnight,Wire
21352,3188,2024-11-13,11050.46,Toronto,New York,Express,Card
21353,903,2023-06-16,13791.93,Toronto,Sydney,Standard,Corporate Billing
21354,4444,2023-01-13,2788.91,Toronto,Sydney,Express,Corporate Billing
21355,1437,2024-01-06,1964.61,Sydney,Berlin,Overnight,Corporate Billing
21356,4397,2025-05-21,3788.52,Dubai,Dubai,Standard,Wire
21357,4548,2023-04-29,7540.63,Singapore,Berlin,Overnight,UPI
21358,710,2025-05-13,5864.07,London,Toronto,Standard,Corporate Billing
21359,194,2023-03-01,7302.82,Sydney,Singapore,Standard,Card
21360,4832,2024-05-10,10664.34,Mumbai,Berlin,Standard,Card
21361,4135,2023-10-20,4823.1,Berlin,New York,Express,Wire
21362,3074,2023-01-21,3718.13,New York,Singapore,Express,Card
21363,294,2023-12-08,8673.86,Sydney,Sydney,Express,Card
21364,2342,2023-01-15,4497.04,London,London,Express,Wire
21365,2990,2025-04-21,7066.06,Dubai,Mumbai,Express,Card
21366,598,2025-01-17,1924.72,New York,Singapore,Standard,Card
21367,3728,2023-11-21,12333.86,New York,New York,Overnight,Wire
21368,1017,2023-12-19,7448.82,Toronto,New York,Standard,Card
21369,3157,2025-04-21,14926.24,New York,Toronto,Express,Wire
21370,2839,2024-02-18,11353.14,Dubai,Singapore,Standard,UPI
21371,2747,2025-02-02,2987.05,Berlin,Singapore,Overnight,Card
21372,2839,2023-06-22,1536.97,London,Toronto,Overnight,Corporate Billing
21373,2918,2024-04-13,10120.62,Berlin,Berlin,Standard,Wire
21374,1998,2024-11-26,10852.44,Singapore,Berlin,Standard,Corporate Billing
21375,4210,2024-05-21,7197.91,Singapore,Mumbai,Express,UPI
21376,1055,2025-02-18,13810.59,Sydney,Dubai,Overnight,Card
21377,3516,2023-07-22,3554.4,Sydney,Berlin,Overnight,Wire
21378,3484,2024-01-20,1686.42,Sydney,Toronto,Standard,Card
21379,4825,2024-08-04,7230.62,London,Dubai,Overnight,Corporate Billing
21380,392,2023-06-08,12247.29,London,New York,Overnight,Card
21381,1798,2024-08-30,13313.44,Mumbai,Singapore,Standard,UPI
21382,348,2023-03-03,6269.7,Berlin,New York,Standard,Card
21383,3373,2024-07-11,3702.38,Dubai,Berlin,Overnight,Wire
21384,2717,2025-04-25,6066.53,Singapore,Toronto,Express,UPI
21385,4309,2023-09-29,2619.75,Mumbai,Toronto,Express,Corporate Billing
21386,1980,2024-08-03,10693.66,New York,New York,Express,Wire
21387,2417,2024-12-27,9875.39,Singapore,Toronto,Express,Corporate Billing
21388,1208,2023-06-20,9956.9,Sydney,Sydney,Express,Corporate Billing
21389,2914,2023-04-18,9670.68,Toronto,Singapore,Overnight,Wire
21390,3903,2024-09-15,12332.17,New York,Singapore,Standard,UPI
21391,4176,2023-12-18,12994.4,Toronto,Berlin,Standard,Corporate Billing
21392,2151,2023-06-09,8192.83,Dubai,Toronto,Overnight,Wire
21393,3969,2024-06-16,4769.59,Dubai,Singapore,Overnight,Corporate Billing
21394,3751,2024-03-31,1090.01,Mumbai,Mumbai,Overnight,Corporate Billing
21395,1027,2023-05-27,11655.96,Berlin,Sydney,Express,Wire
21396,1080,2023-07-22,3587.16,Berlin,Sydney,Express,Wire
21397,645,2024-01-24,12132.6,Dubai,New York,Overnight,Corporate Billing
21398,2722,2024-08-12,12219.73,Singapore,Dubai,Express,Corporate Billing
21399,1100,2023-03-18,13199.17,Berlin,Mumbai,Overnight,Wire
21400,3460,2023-08-30,11305.84,New York,Mumbai,Express,Wire
21401,647,2024-12-20,13357.52,Sydney,Singapore,Standard,Corporate Billing
21402,1111,2023-08-14,14766.63,Sydney,London,Standard,UPI
21403,2406,2023-08-19,5798.37,Singapore,Berlin,Express,Wire
21404,968,2024-01-09,4044.79,Toronto,Sydney,Standard,Wire
21405,4274,2023-07-22,11096.09,Mumbai,Toronto,Standard,UPI
21406,2200,2023-06-24,2419.91,London,Mumbai,Express,UPI
21407,1618,2024-04-12,11980.61,Berlin,London,Standard,Wire
21408,2710,2025-03-04,14488.75,Singapore,New York,Overnight,Wire
21409,828,2024-12-01,10777.79,Toronto,New York,Express,Wire
21410,4758,2025-01-20,12541.98,Sydney,Berlin,Overnight,Card
21411,1622,2025-05-07,12040.49,Mumbai,Singapore,Standard,Card
21412,258,2025-02-14,14803.27,Mumbai,Sydney,Express,Card
21413,1966,2023-05-25,7604.27,Toronto,Sydney,Express,Card
21414,3454,2024-07-27,13811.1,Toronto,New York,Express,Corporate Billing
21415,253,2024-06-25,8189.3,Mumbai,Singapore,Express,Card
21416,1960,2024-09-16,10021.58,Mumbai,Mumbai,Express,Corporate Billing
21417,601,2023-03-23,1306.42,Sydney,Berlin,Express,Card
21418,3233,2023-09-14,3097.9,Sydney,Dubai,Standard,Card
21419,864,2023-07-06,11336.02,Berlin,Dubai,Standard,Corporate Billing
21420,3413,2024-04-05,3131.2,Berlin,Berlin,Overnight,Corporate Billing
21421,3911,2023-04-29,10660.91,Singapore,Berlin,Express,Wire
21422,1797,2024-05-25,7394.19,Dubai,New York,Overnight,Corporate Billing
21423,220,2025-06-04,914.32,Toronto,Toronto,Overnight,UPI
21424,4439,2024-02-15,5343.54,Dubai,Singapore,Standard,Card
21425,2282,2023-08-08,8566.95,London,Toronto,Standard,UPI
21426,2316,2024-05-02,12678.86,Mumbai,Sydney,Overnight,Corporate Billing
21427,2732,2023-06-06,14855.71,Dubai,Dubai,Standard,Wire
21428,848,2023-06-06,5507.85,New York,Sydney,Express,Corporate Billing
21429,4007,2023-02-18,4938.7,Dubai,Toronto,Overnight,Wire
21430,3281,2024-10-27,11879.75,Berlin,London,Standard,Corporate Billing
21431,3658,2024-10-29,1602.35,Mumbai,Singapore,Standard,Card
21432,2289,2025-03-11,12002.43,Berlin,New York,Express,Wire
21433,2864,2024-04-06,4071.17,Singapore,Dubai,Express,Card
21434,619,2023-02-10,2205.72,Mumbai,Toronto,Overnight,Card
21435,3971,2023-01-07,6925.96,Singapore,New York,Express,Corporate Billing
21436,283,2024-05-26,11179.95,Mumbai,Sydney,Standard,Wire
21437,1734,2023-07-24,8282.12,Dubai,London,Standard,Wire
21438,4121,2024-10-24,1651.27,Toronto,Dubai,Overnight,Card
21439,2444,2023-07-22,11637.7,Toronto,Sydney,Overnight,Wire
21440,112,2024-08-18,7833.65,London,Mumbai,Standard,Wire
21441,2321,2024-04-22,14852.92,Singapore,Toronto,Standard,Card
21442,127,2023-06-07,9177.69,London,Mumbai,Overnight,Card
21443,4746,2023-06-23,1464.31,Singapore,Mumbai,Overnight,Wire
21444,3389,2024-01-29,6349.38,Toronto,Berlin,Overnight,Card
21445,135,2024-04-07,8791.62,Mumbai,Sydney,Express,UPI
21446,3885,2024-04-19,3278.8,Toronto,Toronto,Overnight,Corporate Billing
21447,4850,2023-04-02,3694.44,Berlin,Mumbai,Express,Corporate Billing
21448,817,2023-02-10,8442.91,Singapore,London,Standard,Card
21449,66,2025-05-23,8224.47,Dubai,Dubai,Standard,UPI
21450,289,2024-11-03,13774.57,New York,New York,Express,Wire
21451,4809,2024-06-29,4705.54,Toronto,New York,Standard,Card
21452,4726,2024-10-26,13715.49,Toronto,New York,Standard,Card
21453,1936,2024-08-13,9666.92,Singapore,Toronto,Overnight,UPI
21454,2812,2023-12-18,8904.51,Toronto,New York,Overnight,UPI
21455,2898,2025-03-20,10801.29,Toronto,Berlin,Express,Corporate Billing
21456,4328,2023-07-30,3015.37,Mumbai,Berlin,Express,Card
21457,503,2024-07-10,6916.9,Dubai,Berlin,Overnight,Wire
21458,350,2024-07-12,6322.72,London,Toronto,Express,Card
21459,4679,2025-01-06,14138.57,Sydney,Berlin,Overnight,Corporate Billing
21460,1314,2024-12-13,693.87,Dubai,Dubai,Overnight,Corporate Billing
21461,3958,2025-06-10,7680.2,Dubai,Mumbai,Express,Corporate Billing
21462,745,2023-03-02,10697.39,Singapore,Toronto,Express,Wire
21463,405,2023-12-14,13728.3,Berlin,New York,Standard,UPI
21464,1493,2025-04-26,14215.03,London,Sydney,Overnight,UPI
21465,3306,2025-03-10,10353.61,London,Mumbai,Overnight,Wire
21466,388,2024-04-14,11861.0,Berlin,Mumbai,Express,UPI
21467,2451,2023-11-18,10596.87,Dubai,Singapore,Overnight,Wire
21468,4723,2023-02-12,3589.37,Singapore,Dubai,Standard,Wire
21469,1660,2023-04-07,11523.4,London,Berlin,Overnight,Card
21470,1928,2023-11-21,8317.18,Singapore,Dubai,Overnight,UPI
21471,3237,2024-05-13,3954.63,London,London,Express,Wire
21472,1084,2025-01-02,8734.84,New York,Sydney,Standard,UPI
21473,1759,2025-01-16,4059.76,Sydney,Toronto,Express,UPI
21474,1009,2025-02-01,3976.25,Toronto,New York,Standard,Card
21475,2405,2024-09-21,8213.21,New York,Singapore,Overnight,Corporate Billing
21476,635,2023-08-02,8500.23,New York,New York,Overnight,Corporate Billing
21477,1720,2025-04-01,2196.67,Sydney,Toronto,Express,Wire
21478,4822,2023-02-03,3638.38,Toronto,Mumbai,Express,Corporate Billing
21479,3779,2023-06-17,11756.22,Berlin,Mumbai,Standard,Wire
21480,4280,2023-05-21,2487.22,Toronto,Berlin,Express,Corporate Billing
21481,3880,2025-02-24,12889.16,London,Mumbai,Express,Card
21482,4139,2024-07-09,848.95,New York,Mumbai,Express,Corporate Billing
21483,2781,2024-10-18,7357.05,New York,Berlin,Express,Wire
21484,1734,2024-03-26,3816.34,Mumbai,Sydney,Express,UPI
21485,87,2023-04-16,6627.36,Dubai,Dubai,Standard,UPI
21486,3711,2024-08-29,5200.23,Dubai,Dubai,Overnight,Card
21487,199,2023-02-05,10160.44,Mumbai,Singapore,Overnight,Corporate Billing
21488,3738,2025-03-24,12111.01,New York,Berlin,Express,Card
21489,3014,2023-08-14,4259.45,Sydney,Toronto,Overnight,Card
21490,3024,2023-07-16,2114.05,Singapore,Mumbai,Express,UPI
21491,88,2023-09-10,11001.48,London,Sydney,Overnight,UPI
21492,765,2024-10-08,13091.39,Singapore,Berlin,Overnight,Wire
21493,4093,2025-03-24,8762.51,Berlin,London,Express,Corporate Billing
21494,450,2023-01-20,11329.02,Berlin,Sydney,Standard,UPI
21495,3973,2025-02-09,7438.44,Berlin,Singapore,Express,Wire
21496,1955,2024-10-30,7925.46,Dubai,Toronto,Express,Wire
21497,57,2023-05-29,2699.81,London,Sydney,Overnight,Wire
21498,1730,2025-01-02,6376.78,Berlin,Berlin,Overnight,UPI
21499,756,2025-04-05,11197.94,Mumbai,New York,Express,Wire
21500,471,2023-06-19,6666.7,New York,London,Standard,Wire
21501,1405,2023-11-26,11847.51,Sydney,Singapore,Overnight,Card
21502,589,2024-11-10,11206.0,Sydney,Mumbai,Standard,UPI
21503,4233,2024-05-20,5661.66,London,Sydney,Standard,Card
21504,4187,2025-06-17,2176.52,Dubai,London,Overnight,Card
21505,3133,2025-04-10,2730.87,London,Singapore,Express,Wire
21506,1538,2024-01-19,4818.76,Dubai,London,Standard,Corporate Billing
21507,1554,2024-09-10,13840.07,New York,Sydney,Overnight,Card
21508,660,2023-12-20,8729.43,Singapore,Toronto,Express,Corporate Billing
21509,4123,2023-08-14,13504.84,Berlin,Sydney,Standard,Corporate Billing
21510,4124,2024-08-31,14794.05,Mumbai,Sydney,Standard,Card
21511,489,2024-04-15,3094.4,Sydney,Mumbai,Express,Corporate Billing
21512,234,2024-06-06,9743.86,New York,Sydney,Overnight,Wire
21513,3326,2023-02-10,6764.62,Sydney,Berlin,Express,Card
21514,2600,2024-12-17,355.68,Mumbai,Mumbai,Standard,UPI
21515,2757,2024-12-21,12387.33,Mumbai,New York,Overnight,Corporate Billing
21516,4886,2025-03-22,9130.17,Toronto,Singapore,Overnight,Wire
21517,1571,2024-12-13,9578.56,London,Sydney,Overnight,Corporate Billing
21518,583,2024-09-28,3348.81,Singapore,Sydney,Standard,Card
21519,2238,2024-11-20,14720.13,Sydney,Singapore,Express,Wire
21520,2410,2024-07-14,6056.13,New York,Sydney,Express,Card
21521,2595,2024-11-19,10657.25,Berlin,New York,Express,Wire
21522,3295,2025-04-14,4470.04,Dubai,Mumbai,Express,UPI
21523,4809,2024-01-30,9814.96,Sydney,Toronto,Express,UPI
21524,2296,2023-01-03,2374.82,Dubai,Sydney,Standard,Corporate Billing
21525,1768,2023-08-24,5309.79,London,Toronto,Standard,UPI
21526,107,2025-03-10,2196.21,New York,New York,Standard,Corporate Billing
21527,3196,2024-10-08,6166.63,Mumbai,Dubai,Overnight,Wire
21528,2025,2023-03-22,10110.82,Toronto,Berlin,Standard,Wire
21529,3482,2024-08-23,8905.3,Berlin,New York,Overnight,Card
21530,474,2023-12-23,2308.51,Sydney,Dubai,Standard,Corporate Billing
21531,4241,2023-10-23,1084.5,Singapore,Singapore,Standard,Card
21532,1169,2025-01-29,12928.27,Mumbai,Berlin,Standard,Card
21533,3941,2025-03-06,13050.95,New York,Dubai,Express,Card
21534,2432,2023-01-14,393.55,London,Singapore,Express,Corporate Billing
21535,530,2025-02-09,5597.48,Mumbai,Mumbai,Standard,Card
21536,1935,2025-04-27,9858.18,London,Singapore,Express,Wire
21537,1658,2023-04-21,4292.95,New York,London,Express,Card
21538,561,2025-06-14,668.29,Sydney,Mumbai,Overnight,Card
21539,3776,2024-09-17,6312.1,Sydney,London,Express,Wire
21540,3450,2023-02-27,7595.53,Sydney,Berlin,Express,Wire
21541,3881,2025-02-23,906.71,Dubai,London,Overnight,Corporate Billing
21542,4923,2023-07-25,13650.14,New York,Sydney,Standard,UPI
21543,4846,2025-04-15,11059.2,London,New York,Overnight,Card
21544,2718,2023-10-21,9622.59,London,Dubai,Overnight,Wire
21545,3627,2025-02-11,4316.12,Berlin,Sydney,Overnight,Corporate Billing
21546,4819,2024-02-22,4009.21,London,Singapore,Overnight,UPI
21547,1277,2023-08-03,8934.4,Berlin,Sydney,Standard,Corporate Billing
21548,3538,2023-11-23,14138.38,Mumbai,Singapore,Express,Corporate Billing
21549,2234,2025-04-05,10252.56,Singapore,Sydney,Overnight,UPI
21550,4103,2023-01-08,10867.24,Singapore,Mumbai,Express,Corporate Billing
21551,3571,2023-08-18,348.9,Toronto,London,Standard,Wire
21552,3648,2023-11-17,9285.04,Singapore,Berlin,Standard,Card
21553,2465,2023-04-20,13147.62,Toronto,Singapore,Standard,Card
21554,4651,2024-12-21,362.19,Mumbai,Mumbai,Express,Wire
21555,4497,2023-10-27,1659.49,Toronto,Berlin,Overnight,UPI
21556,3836,2024-08-15,3163.24,Berlin,Dubai,Standard,Wire
21557,2843,2023-05-21,8686.26,Berlin,London,Overnight,UPI
21558,351,2025-04-18,12017.09,London,Singapore,Express,Card
21559,4730,2025-04-26,9677.03,Sydney,Berlin,Standard,Card
21560,4999,2025-04-23,8201.23,Toronto,London,Standard,Wire
21561,850,2025-03-22,14526.89,Dubai,Toronto,Express,Card
21562,1590,2024-09-30,13426.74,London,Sydney,Express,Wire
21563,2233,2023-11-15,12183.55,Singapore,London,Express,UPI
21564,1660,2024-11-05,415.65,Singapore,Singapore,Express,UPI
21565,1373,2025-01-30,2513.67,Toronto,Dubai,Standard,Corporate Billing
21566,1949,2023-06-14,2910.11,New York,Berlin,Express,Wire
21567,2632,2024-03-31,12501.76,Mumbai,Toronto,Overnight,UPI
21568,3550,2024-07-22,13600.96,Toronto,New York,Overnight,Wire
21569,4803,2024-09-12,1459.65,Singapore,Singapore,Express,Card
21570,2758,2023-06-03,11367.61,Toronto,Mumbai,Standard,Wire
21571,4173,2024-01-31,9703.77,Toronto,New York,Standard,UPI
21572,3789,2023-05-31,14976.27,New York,New York,Overnight,UPI
21573,1910,2025-05-15,1508.07,New York,Dubai,Standard,UPI
21574,3170,2023-08-09,1660.21,New York,New York,Express,UPI
21575,4316,2024-01-17,821.32,Toronto,Singapore,Express,Wire
21576,1060,2024-09-26,1721.32,New York,Sydney,Overnight,Corporate Billing
21577,472,2023-08-01,5525.74,Dubai,Mumbai,Standard,Corporate Billing
21578,919,2024-03-29,3954.55,Singapore,London,Overnight,Corporate Billing
21579,922,2023-09-17,10094.01,Dubai,Singapore,Overnight,Corporate Billing
21580,1030,2023-01-28,8447.27,Berlin,Berlin,Overnight,Wire
21581,3249,2024-07-16,2214.46,London,New York,Overnight,UPI
21582,3013,2023-09-22,11721.39,Sydney,New York,Standard,UPI
21583,4380,2025-04-29,12048.71,Dubai,Mumbai,Standard,Corporate Billing
21584,4016,2024-11-03,3988.17,Singapore,Berlin,Standard,Wire
21585,4433,2023-11-17,13913.09,Dubai,New York,Overnight,Card
21586,1557,2023-09-21,10714.05,Dubai,Dubai,Overnight,Wire
21587,2792,2024-06-15,2548.57,Mumbai,London,Express,Wire
21588,375,2025-05-03,12664.95,Toronto,London,Overnight,Corporate Billing
21589,2883,2025-05-25,13928.24,Singapore,Mumbai,Overnight,Wire
21590,928,2023-09-06,11310.39,Toronto,Singapore,Overnight,Corporate Billing
21591,4892,2024-11-04,3692.7,Berlin,Mumbai,Overnight,UPI
21592,956,2024-03-07,3513.31,Singapore,Mumbai,Express,UPI
21593,2785,2025-06-05,12790.43,Berlin,London,Overnight,Card
21594,4895,2023-06-08,2007.13,Mumbai,New York,Standard,UPI
21595,963,2023-11-02,11413.85,London,London,Standard,Corporate Billing
21596,1748,2023-08-04,6612.42,Sydney,Singapore,Standard,Card
21597,1555,2024-04-20,14199.83,Mumbai,Sydney,Express,Card
21598,1751,2023-03-11,10703.56,Sydney,Toronto,Overnight,Corporate Billing
21599,4972,2023-08-29,3017.61,Berlin,Mumbai,Overnight,Wire
21600,2234,2025-01-24,2004.89,London,London,Overnight,UPI
21601,2210,2024-08-01,10873.52,Berlin,London,Express,Corporate Billing
21602,2324,2023-07-19,14023.75,Dubai,New York,Overnight,Wire
21603,457,2023-02-14,12688.9,Mumbai,London,Standard,Wire
21604,4126,2024-03-24,6074.5,Sydney,Toronto,Standard,Card
21605,2200,2024-03-31,890.06,Sydney,Mumbai,Standard,Wire
21606,2708,2024-03-14,1440.34,Mumbai,Toronto,Standard,Card
21607,691,2023-05-31,14064.91,Mumbai,Toronto,Overnight,Card
21608,274,2024-09-12,72.78,Mumbai,Mumbai,Overnight,Wire
21609,182,2024-07-07,6026.07,New York,Singapore,Standard,UPI
21610,2188,2025-04-17,11898.58,Berlin,London,Express,Wire
21611,782,2025-04-23,12044.2,Sydney,Singapore,Standard,Wire
21612,80,2024-11-13,13413.6,Berlin,Singapore,Express,UPI
21613,2539,2024-01-11,13968.47,London,Singapore,Express,Corporate Billing
21614,4725,2024-11-14,13165.84,Dubai,New York,Overnight,Corporate Billing
21615,3617,2023-05-17,3313.6,Singapore,London,Express,Card
21616,4694,2023-07-18,13805.98,Berlin,Mumbai,Express,Corporate Billing
21617,4779,2023-01-11,13624.96,Sydney,Toronto,Standard,UPI
21618,1026,2024-06-26,8558.41,Berlin,Berlin,Express,Card
21619,3831,2025-03-10,7275.51,London,London,Overnight,UPI
21620,781,2023-06-30,4744.26,Singapore,Singapore,Standard,Corporate Billing
21621,2856,2024-12-22,2772.93,Mumbai,New York,Standard,Card
21622,3607,2023-01-05,1832.64,Singapore,New York,Overnight,Corporate Billing
21623,1688,2023-05-14,10129.75,Toronto,London,Express,UPI
21624,224,2025-02-11,2558.08,New York,Mumbai,Express,UPI
21625,3384,2023-05-16,3878.21,Singapore,Toronto,Overnight,Wire
21626,3002,2023-09-13,14069.35,Toronto,Singapore,Express,Card
21627,561,2025-05-24,12725.45,Berlin,London,Standard,Wire
21628,2207,2024-07-24,9208.42,New York,Toronto,Overnight,Card
21629,3736,2023-05-20,552.24,Singapore,Mumbai,Standard,Corporate Billing
21630,3345,2024-11-29,14620.24,Sydney,London,Overnight,UPI
21631,1318,2024-01-17,8827.62,Toronto,Singapore,Overnight,UPI
21632,3839,2023-01-15,10383.81,Dubai,Toronto,Overnight,Corporate Billing
21633,3705,2024-04-03,11069.88,Singapore,New York,Express,Wire
21634,4601,2023-01-30,12553.2,Berlin,London,Standard,Card
21635,1040,2023-04-02,3188.71,Dubai,Berlin,Express,Corporate Billing
21636,4095,2023-04-03,7758.28,Mumbai,Sydney,Overnight,Card
21637,1480,2023-01-07,3515.59,Berlin,Sydney,Standard,Corporate Billing
21638,2379,2023-12-15,14025.97,Sydney,London,Express,Card
21639,420,2024-10-14,8120.42,Mumbai,Sydney,Standard,UPI
21640,1738,2024-09-25,4916.82,Singapore,Berlin,Overnight,Corporate Billing
21641,2721,2025-02-13,9291.07,Berlin,Berlin,Express,Corporate Billing
21642,3976,2023-12-29,6402.21,Toronto,London,Overnight,Card
21643,1286,2024-03-25,4182.49,Toronto,Toronto,Standard,Card
21644,2776,2023-10-03,5383.45,Berlin,Mumbai,Standard,Card
21645,3830,2024-04-19,12786.37,New York,Dubai,Standard,UPI
21646,1886,2024-05-05,13534.53,New York,London,Express,Wire
21647,6,2023-04-27,7815.59,Dubai,London,Express,Wire
21648,4790,2023-02-28,12307.08,New York,New York,Express,Card
21649,1835,2024-10-13,8015.13,Toronto,Toronto,Standard,Card
21650,2818,2023-12-05,8111.42,Berlin,Berlin,Overnight,Wire
21651,2129,2023-05-02,2110.73,New York,Singapore,Standard,UPI
21652,496,2023-06-06,929.97,Singapore,Sydney,Overnight,UPI
21653,3025,2023-12-13,6137.8,London,Berlin,Express,Corporate Billing
21654,4859,2025-04-19,14218.21,Toronto,Sydney,Overnight,UPI
21655,1159,2025-06-13,5131.16,Singapore,New York,Standard,UPI
21656,4546,2023-03-24,12748.67,Berlin,New York,Overnight,Card
21657,4833,2025-03-12,11381.02,London,Dubai,Overnight,Card
21658,473,2025-04-13,14577.0,Dubai,Singapore,Standard,Corporate Billing
21659,4118,2025-01-28,5925.87,Sydney,Sydney,Overnight,Corporate Billing
21660,646,2024-03-12,3985.64,Singapore,Sydney,Overnight,Card
21661,1053,2023-12-19,5414.14,Toronto,London,Standard,Corporate Billing
21662,1709,2023-02-12,2250.69,Sydney,Sydney,Express,Corporate Billing
